"Sample_ID","Intervention","Type","ShiftStartTime","SampleNumber","PostIntervention","Hygiene1","Hygiene2","Hygiene3","Hygiene4","TeatN","TeatS","TeatR","TeatVR","KickOffs","Sample_Notes","MicroTests_ID","Sample","Test","Rep1","Rep2","Rep3","Rep4","Rep5","Rep6","Rep7","Rep8","Rep9","Rep10","Calculated_Average","Interventions_ID","Visit","Farm","SamplingStartDate","TrainingDate","SamplingEndDate","PredipType","PostdipType","Bleach","Detergent","Dry","Farms_ID","MilkingTimes","FarmID","MicroTests_Notes","DayFromTraining","SamplingDay"
130,5,"BTM",8/17/2017 6:00:00,"1","No",,,,,,,,,,,382,130,"MSC",2.00,0.00,3.00,1.00,3.00,5.00,2.00,1.00,2.00,2.00,2.10,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
131,5,"BTM",8/17/2017 14:00:00,"2","No",,,,,,,,,,,383,131,"MSC",2.00,1.00,5.00,1.00,2.00,0.00,1.00,1.00,1.00,0.00,1.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
132,5,"BTM",8/17/2017 14:00:00,"3","No",,,,,,,,,,,384,132,"MSC",1.00,0.00,0.00,3.00,1.00,1.00,1.00,0.00,5.00,3.00,1.50,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
133,5,"BTM",8/17/2017 22:00:00,"4","No",,,,,,,,,,,385,133,"MSC",0.00,3.00,3.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
134,5,"BTM",8/19/2017 6:00:00,"5","No",,,,,,,,,,,386,134,"MSC",0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.50,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
135,5,"BTM",8/19/2017 14:00:00,"6","No",,,,,,,,,,,387,135,"MSC",0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
136,5,"BTM",8/19/2017 22:00:00,"7","No",,,,,,,,,,,388,136,"MSC",2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
137,5,"BTM",8/21/2017 6:00:00,"8","No",,,,,,,,,,,389,137,"MSC",0.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,0.60,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
138,5,"BTM",8/21/2017 14:00:00,"9","No",,,,,,,,,,,390,138,"MSC",1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,1.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
139,5,"BTM",8/21/2017 22:00:00,"10","No",,,,,,,,,,,391,139,"MSC",1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,2.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
140,5,"BTM",8/23/2017 6:00:00,"11","No",,,,,,,,,,,392,140,"MSC",0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
141,5,"BTM",8/23/2017 14:00:00,"12","No",31,114,12,1,253,388,49,7,3,"scores from 5pm to 1am; kick-offs accurate",393,141,"MSC",2.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
142,5,"BTM",8/23/2017 22:00:00,"13","No",6,81,17,1,188,170,35,3,19,,394,142,"MSC",4.00,0.00,1.00,2.00,0.00,1.00,1.00,1.00,2.00,1.00,1.30,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
143,5,"Towel",8/17/2017 6:00:00,"1","No",,,,,,,,,,,395,143,"MSC",30.00,40.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
144,5,"Towel",8/19/2017 6:00:00,"2","No",,,,,,,,,,,396,144,"MSC",40.00,19.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
145,5,"Towel",8/21/2017 6:00:00,"3","No",,,,,,,,,,,397,145,"MSC",30.00,19.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
146,5,"Towel",8/23/2017 6:00:00,"4","No",,,,,,,,,,,398,146,"MSC",34.00,38.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
147,5,"BTM",8/24/2017 6:00:00,"14","Yes",24,140,9,0,416,197,22,3,13,,399,147,"MSC",0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.50,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
148,5,"BTM",8/24/2017 14:00:00,"15","Yes",46,144,6,3,529,241,32,8,10,,400,148,"MSC",0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00,0.00,0.50,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
149,5,"BTM",8/24/2017 22:00:00,"16","Yes",72,229,59,7,577,687,151,16,19,"includes 10pm-1am scores and 1am - 9am scores",401,149,"MSC",1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.50,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
150,5,"BTM",8/25/2017 6:00:00,"17","Yes",4,39,35,6,161,145,23,0,11,,402,150,"MSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.20,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
151,5,"BTM",8/25/2017 14:00:00,"18","Yes",,,,,,,,,,,403,151,"MSC",3.00,3.00,2.00,1.00,0.00,1.00,1.00,2.00,1.00,0.00,1.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
152,5,"BTM",8/27/2017 6:00:00,"19","Yes",,,,,,,,,,,404,152,"MSC",2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
153,5,"BTM",8/27/2017 14:00:00,"20","Yes",,,,,,,,,,,405,153,"MSC",0.00,0.00,0.00,1.00,2.00,0.00,1.00,1.00,0.00,2.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
154,5,"BTM",8/24/2017 22:00:00,"21","Yes",,,,,,,,,,,406,154,"MSC",1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.50,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
155,5,"BTM",8/29/2017 6:00:00,"22","Yes",,,,,,,,,,,407,155,"MSC",2.00,0.00,0.00,2.00,1.00,0.00,2.00,0.00,0.00,0.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
156,5,"BTM",8/29/2017 14:00:00,"23","Yes",,,,,,,,,,,408,156,"MSC",3.00,0.00,2.00,1.00,1.00,2.00,1.00,1.00,5.00,2.00,1.80,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
157,5,"BTM",8/24/2017 22:00:00,"24","Yes",,,,,,,,,,,409,157,"MSC",2.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,3.00,2.00,1.10,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
158,5,"BTM",8/31/2017 6:00:00,"25","Yes",,,,,,,,,,,410,158,"MSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
160,5,"BTM",8/24/2017 22:00:00,"26","Yes",,,,,,,,,,,412,160,"MSC",1.00,1.00,1.00,1.00,2.00,1.00,0.00,1.00,2.00,1.00,1.10,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
161,5,"Towel",8/24/2017 6:00:00,"5","Yes",24,140,9,0,416,197,22,3,13,,413,161,"MSC",41.00,43.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
162,5,"Towel",8/27/2017 6:00:00,"6","Yes",,,,,,,,,,,414,162,"MSC",14.00,25.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
163,5,"Towel",8/29/2017 6:00:00,"7","Yes",,,,,,,,,,,415,163,"MSC",20.00,30.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
164,5,"Towel",8/31/2017 6:00:00,"8","Yes",,,,,,,,,,,416,164,"MSC",39.00,43.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
130,5,"BTM",8/17/2017 6:00:00,"1","No",,,,,,,,,,,417,130,"TSC",1.00,1.00,0.00,1.00,2.00,1.00,3.00,1.00,1.00,0.00,1.10,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
131,5,"BTM",8/17/2017 14:00:00,"2","No",,,,,,,,,,,418,131,"TSC",0.00,1.00,0.00,0.00,1.00,0.00,2.00,0.00,4.00,2.00,1.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
132,5,"BTM",8/17/2017 14:00:00,"3","No",,,,,,,,,,,419,132,"TSC",1.00,2.00,1.00,0.00,1.00,0.00,2.00,1.00,2.00,1.00,1.10,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
133,5,"BTM",8/17/2017 22:00:00,"4","No",,,,,,,,,,,420,133,"TSC",3.00,0.00,1.00,0.00,1.00,5.00,5.00,1.00,2.00,1.00,1.90,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
134,5,"BTM",8/19/2017 6:00:00,"5","No",,,,,,,,,,,421,134,"TSC",1.00,0.00,0.00,2.00,1.00,1.00,1.00,0.00,2.00,0.00,0.80,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
135,5,"BTM",8/19/2017 14:00:00,"6","No",,,,,,,,,,,422,135,"TSC",0.00,2.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.60,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
136,5,"BTM",8/19/2017 22:00:00,"7","No",,,,,,,,,,,423,136,"TSC",1.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.60,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
137,5,"BTM",8/21/2017 6:00:00,"8","No",,,,,,,,,,,424,137,"TSC",3.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.60,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
138,5,"BTM",8/21/2017 14:00:00,"9","No",,,,,,,,,,,425,138,"TSC",0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
139,5,"BTM",8/21/2017 22:00:00,"10","No",,,,,,,,,,,426,139,"TSC",1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
140,5,"BTM",8/23/2017 6:00:00,"11","No",,,,,,,,,,,427,140,"TSC",1.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.60,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
141,5,"BTM",8/23/2017 14:00:00,"12","No",31,114,12,1,253,388,49,7,3,"scores from 5pm to 1am; kick-offs accurate",428,141,"TSC",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
142,5,"BTM",8/23/2017 22:00:00,"13","No",6,81,17,1,188,170,35,3,19,,429,142,"TSC",0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
143,5,"Towel",8/17/2017 6:00:00,"1","No",,,,,,,,,,,430,143,"TSC",13.00,23.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
144,5,"Towel",8/19/2017 6:00:00,"2","No",,,,,,,,,,,431,144,"TSC",21.00,23.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
145,5,"Towel",8/21/2017 6:00:00,"3","No",,,,,,,,,,,432,145,"TSC",14.00,14.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
146,5,"Towel",8/23/2017 6:00:00,"4","No",,,,,,,,,,,433,146,"TSC",21.00,21.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
147,5,"BTM",8/24/2017 6:00:00,"14","Yes",24,140,9,0,416,197,22,3,13,,434,147,"TSC",1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
148,5,"BTM",8/24/2017 14:00:00,"15","Yes",46,144,6,3,529,241,32,8,10,,435,148,"TSC",1.00,2.00,3.00,0.00,0.00,0.00,2.00,0.00,1.00,3.00,1.20,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
149,5,"BTM",8/24/2017 22:00:00,"16","Yes",72,229,59,7,577,687,151,16,19,"includes 10pm-1am scores and 1am - 9am scores",436,149,"TSC",1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
150,5,"BTM",8/25/2017 6:00:00,"17","Yes",4,39,35,6,161,145,23,0,11,,437,150,"TSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
151,5,"BTM",8/25/2017 14:00:00,"18","Yes",,,,,,,,,,,438,151,"TSC",1.00,1.00,2.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
152,5,"BTM",8/27/2017 6:00:00,"19","Yes",,,,,,,,,,,439,152,"TSC",0.00,0.00,1.00,0.00,2.00,0.00,0.00,2.00,1.00,0.00,0.60,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
153,5,"BTM",8/27/2017 14:00:00,"20","Yes",,,,,,,,,,,440,153,"TSC",1.00,0.00,3.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
154,5,"BTM",8/24/2017 22:00:00,"21","Yes",,,,,,,,,,,441,154,"TSC",0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.30,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
155,5,"BTM",8/29/2017 6:00:00,"22","Yes",,,,,,,,,,,442,155,"TSC",3.00,1.00,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,1.10,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
156,5,"BTM",8/29/2017 14:00:00,"23","Yes",,,,,,,,,,,443,156,"TSC",2.00,0.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,1.30,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
157,5,"BTM",8/24/2017 22:00:00,"24","Yes",,,,,,,,,,,444,157,"TSC",0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,2.00,0.60,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
158,5,"BTM",8/31/2017 6:00:00,"25","Yes",,,,,,,,,,,445,158,"TSC",0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.40,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
160,5,"BTM",8/24/2017 22:00:00,"26","Yes",,,,,,,,,,,446,160,"TSC",2.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.70,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
161,5,"Towel",8/24/2017 6:00:00,"5","Yes",24,140,9,0,416,197,22,3,13,,447,161,"TSC",22.00,23.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
162,5,"Towel",8/27/2017 6:00:00,"6","Yes",,,,,,,,,,,448,162,"TSC",11.00,10.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
163,5,"Towel",8/29/2017 6:00:00,"7","Yes",,,,,,,,,,,449,163,"TSC",12.00,14.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
164,5,"Towel",8/31/2017 6:00:00,"8","Yes",,,,,,,,,,,450,164,"TSC",23.00,22.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
130,5,"BTM",8/17/2017 6:00:00,"1","No",,,,,,,,,,,451,130,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
131,5,"BTM",8/17/2017 14:00:00,"2","No",,,,,,,,,,,452,131,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
132,5,"BTM",8/17/2017 14:00:00,"3","No",,,,,,,,,,,453,132,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
133,5,"BTM",8/17/2017 22:00:00,"4","No",,,,,,,,,,,454,133,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
134,5,"BTM",8/19/2017 6:00:00,"5","No",,,,,,,,,,,455,134,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
135,5,"BTM",8/19/2017 14:00:00,"6","No",,,,,,,,,,,456,135,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
136,5,"BTM",8/19/2017 22:00:00,"7","No",,,,,,,,,,,457,136,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
